outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP2_304_10313_20131021_233205_R1_scripted.sph	10313	20131021	233205	10313	inLine	AUKSTAITIAN	M	PUBLIC_PLACE	18	OMNITEL	NOKIA	126240	8000
BABEL_OP2_304_10469_20131103_030041_T2_scripted.sph	10469	20131103	030041	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_025958_O5_scripted.sph	10469	20131103	025958	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_025837_S8_scripted.sph	10469	20131103	025837	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	84880	8000
BABEL_OP2_304_10469_20131103_025936_O6_scripted.sph	10469	20131103	025936	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	40080	8000
BABEL_OP2_304_10469_20131103_025640_O8_scripted.sph	10469	20131103	025640	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	31120	8000
BABEL_OP2_304_10469_20131103_025857_C2_scripted.sph	10469	20131103	025857	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_030107_S3_scripted.sph	10469	20131103	030107	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	73360	8000
BABEL_OP2_304_10469_20131103_025651_D1_scripted.sph	10469	20131103	025651	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	62320	8000
BABEL_OP2_304_10469_20131103_025810_O2_scripted.sph	10469	20131103	025810	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	58720	8000
BABEL_OP2_304_10469_20131103_030031_S5_scripted.sph	10469	20131103	030031	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	81680	8000
BABEL_OP2_304_10469_20131103_025928_M1_scripted.sph	10469	20131103	025928	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	64560	8000
BABEL_OP2_304_10469_20131103_025748_C6_scripted.sph	10469	20131103	025748	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_025621_R1_scripted.sph	10469	20131103	025621	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	125760	8000
BABEL_OP2_304_10469_20131103_030018_D3_scripted.sph	10469	20131103	030018	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	32400	8000
BABEL_OP2_304_10469_20131103_025631_O1_scripted.sph	10469	20131103	025631	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	22160	8000
BABEL_OP2_304_10469_20131103_030055_D2_scripted.sph	10469	20131103	030055	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_025918_C4_scripted.sph	10469	20131103	025918	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	66880	8000
BABEL_OP2_304_10469_20131103_030218_S9_scripted.sph	10469	20131103	030218	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	72240	8000
BABEL_OP2_304_10469_20131103_030117_S1_scripted.sph	10469	20131103	030117	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	55280	8000
BABEL_OP2_304_10469_20131103_025908_O3_scripted.sph	10469	20131103	025908	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67040	8000
BABEL_OP2_304_10469_20131103_030205_S7_scripted.sph	10469	20131103	030205	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	79440	8000
BABEL_OP2_304_10469_20131103_030011_S6_scripted.sph	10469	20131103	030011	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	88080	8000
BABEL_OP2_304_10469_20131103_030150_N1_scripted.sph	10469	20131103	030150	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67200	8000
BABEL_OP2_304_10469_20131103_025947_S2_scripted.sph	10469	20131103	025947	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	71120	8000
BABEL_OP2_304_10469_20131103_030125_A1_scripted.sph	10469	20131103	030125	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	37520	8000
BABEL_OP2_304_10469_20131103_025847_C1_scripted.sph	10469	20131103	025847	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	56880	8000
BABEL_OP2_304_10469_20131103_030139_S4_scripted.sph	10469	20131103	030139	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	84720	8000
BABEL_OP2_304_10469_20131103_025759_T1_scripted.sph	10469	20131103	025759	10469	inLine	AUKSTAITIAN	F	PUBLIC_PLACE	48	BITE	NOKIA	67040	8000
BABEL_OP2_304_11419_20131022_012050_O6_scripted.sph	11419	20131022	012050	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	47280	8000
BABEL_OP2_304_11419_20131022_012003_C1_scripted.sph	11419	20131022	012003	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_011953_S8_scripted.sph	11419	20131022	011953	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	57200	8000
BABEL_OP2_304_11419_20131022_012123_S6_scripted.sph	11419	20131022	012123	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	73360	8000
BABEL_OP2_304_11419_20131022_012222_D2_scripted.sph	11419	20131022	012222	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012253_A1_scripted.sph	11419	20131022	012253	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	38000	8000
BABEL_OP2_304_11419_20131022_012304_S4_scripted.sph	11419	20131022	012304	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	66960	8000
BABEL_OP2_304_11419_20131022_011834_D1_scripted.sph	11419	20131022	011834	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	78480	8000
BABEL_OP2_304_11419_20131022_011759_R1_scripted.sph	11419	20131022	011759	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	126400	8000
BABEL_OP2_304_11419_20131022_012104_S2_scripted.sph	11419	20131022	012104	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	91600	8000
BABEL_OP2_304_11419_20131022_012130_D3_scripted.sph	11419	20131022	012130	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	39760	8000
BABEL_OP2_304_11419_20131022_012233_S3_scripted.sph	11419	20131022	012233	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	68720	8000
BABEL_OP2_304_11419_20131022_011856_T1_scripted.sph	11419	20131022	011856	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	56080	8000
BABEL_OP2_304_11419_20131022_012139_S5_scripted.sph	11419	20131022	012139	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	52400	8000
BABEL_OP2_304_11419_20131022_011929_O2_scripted.sph	11419	20131022	011929	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	42160	8000
BABEL_OP2_304_11419_20131022_012342_S9_scripted.sph	11419	20131022	012342	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	75120	8000
BABEL_OP2_304_11419_20131022_012021_O3_scripted.sph	11419	20131022	012021	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	38800	8000
BABEL_OP2_304_11419_20131022_011821_O8_scripted.sph	11419	20131022	011821	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	42800	8000
BABEL_OP2_304_11419_20131022_012245_S1_scripted.sph	11419	20131022	012245	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67920	8000
BABEL_OP2_304_11419_20131022_011811_O1_scripted.sph	11419	20131022	011811	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	40720	8000
BABEL_OP2_304_11419_20131022_012042_M1_scripted.sph	11419	20131022	012042	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012111_O5_scripted.sph	11419	20131022	012111	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	39120	8000
BABEL_OP2_304_11419_20131022_012316_N1_scripted.sph	11419	20131022	012316	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012031_C4_scripted.sph	11419	20131022	012031	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012014_C2_scripted.sph	11419	20131022	012014	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_011846_C6_scripted.sph	11419	20131022	011846	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012208_T2_scripted.sph	11419	20131022	012208	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	67360	8000
BABEL_OP2_304_11419_20131022_012329_S7_scripted.sph	11419	20131022	012329	11419	inLine	AUKSTAITIAN	F	MICROPHONE	47	BITE	NOKIA	71120	8000
BABEL_OP2_304_11681_20131213_002620_S4_scripted.sph	11681	20131213	002620	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	59920	8000
BABEL_OP2_304_11681_20131213_002216_O1_scripted.sph	11681	20131213	002216	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	37840	8000
BABEL_OP2_304_11681_20131213_002610_A1_scripted.sph	11681	20131213	002610	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	37840	8000
BABEL_OP2_304_11681_20131213_002238_D1_scripted.sph	11681	20131213	002238	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	78160	8000
BABEL_OP2_304_11681_20131213_002204_R1_scripted.sph	11681	20131213	002204	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	126240	8000
BABEL_OP2_304_11681_20131213_002741_S9_scripted.sph	11681	20131213	002741	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	82160	8000
BABEL_OP2_304_11681_20131213_002715_N1_scripted.sph	11681	20131213	002715	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	67360	8000
BABEL_OP2_304_11681_20131213_002516_S5_scripted.sph	11681	20131213	002516	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	100960	8000
BABEL_OP2_304_11681_20131213_002419_M1_scripted.sph	11681	20131213	002419	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	54640	8000
BABEL_OP2_304_11681_20131213_002343_C1_scripted.sph	11681	20131213	002343	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	64880	8000
BABEL_OP2_304_11681_20131213_002333_S8_scripted.sph	11681	20131213	002333	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	59920	8000
BABEL_OP2_304_11681_20131213_002353_C2_scripted.sph	11681	20131213	002353	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	67200	8000
BABEL_OP2_304_11681_20131213_002602_S1_scripted.sph	11681	20131213	002602	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	53840	8000
BABEL_OP2_304_11681_20131213_002526_T2_scripted.sph	11681	20131213	002526	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	65200	8000
BABEL_OP2_304_11681_20131213_002540_D2_scripted.sph	11681	20131213	002540	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	67200	8000
BABEL_OP2_304_11681_20131213_002410_C4_scripted.sph	11681	20131213	002410	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	60880	8000
BABEL_OP2_304_11681_20131213_002727_S7_scripted.sph	11681	20131213	002727	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	59280	8000
BABEL_OP2_304_11681_20131213_002501_D3_scripted.sph	11681	20131213	002501	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	38640	8000
BABEL_OP2_304_11681_20131213_002225_O8_scripted.sph	11681	20131213	002225	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	36560	8000
BABEL_OP2_304_11681_20131213_002258_T1_scripted.sph	11681	20131213	002258	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	40880	8000
BABEL_OP2_304_11681_20131213_002400_O3_scripted.sph	11681	20131213	002400	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	35600	8000
BABEL_OP2_304_11681_20131213_002454_S6_scripted.sph	11681	20131213	002454	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	61840	8000
BABEL_OP2_304_11681_20131213_002308_O2_scripted.sph	11681	20131213	002308	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	58880	8000
BABEL_OP2_304_11681_20131213_002436_S2_scripted.sph	11681	20131213	002436	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	58320	8000
BABEL_OP2_304_11681_20131213_002443_O5_scripted.sph	11681	20131213	002443	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	39920	8000
BABEL_OP2_304_11681_20131213_002250_C6_scripted.sph	11681	20131213	002250	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	67360	8000
BABEL_OP2_304_11681_20131213_002426_O6_scripted.sph	11681	20131213	002426	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	39760	8000
BABEL_OP2_304_11681_20131213_002552_S3_scripted.sph	11681	20131213	002552	11681	inLine	AUKSTAITIAN	M	STREET	23	TELE2	NOKIA	75280	8000
BABEL_OP2_304_12220_20131217_181052_S6_scripted.sph	12220	20131217	181052	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	60880	8000
BABEL_OP2_304_12220_20131217_181225_N1_scripted.sph	12220	20131217	181225	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67360	8000
BABEL_OP2_304_12220_20131217_180807_O8_scripted.sph	12220	20131217	180807	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	37200	8000
BABEL_OP2_304_12220_20131217_180841_T1_scripted.sph	12220	20131217	180841	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	58320	8000
BABEL_OP2_304_12220_20131217_181154_S1_scripted.sph	12220	20131217	181154	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	54800	8000
BABEL_OP2_304_12220_20131217_181201_A1_scripted.sph	12220	20131217	181201	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	35440	8000
BABEL_OP2_304_12220_20131217_180746_R1_scripted.sph	12220	20131217	180746	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	126400	8000
BABEL_OP2_304_12220_20131217_181059_D3_scripted.sph	12220	20131217	181059	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	37360	8000
BABEL_OP2_304_12220_20131217_181118_T2_scripted.sph	12220	20131217	181118	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	60880	8000
BABEL_OP2_304_12220_20131217_181239_S7_scripted.sph	12220	20131217	181239	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	77360	8000
BABEL_OP2_304_12220_20131217_181109_S5_scripted.sph	12220	20131217	181109	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	54480	8000
BABEL_OP2_304_12220_20131217_180956_C4_scripted.sph	12220	20131217	180956	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67200	8000
BABEL_OP2_304_12220_20131217_180820_D1_scripted.sph	12220	20131217	180820	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	78160	8000
BABEL_OP2_304_12220_20131217_181042_O5_scripted.sph	12220	20131217	181042	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	36400	8000
BABEL_OP2_304_12220_20131217_180939_C2_scripted.sph	12220	20131217	180939	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67360	8000
BABEL_OP2_304_12220_20131217_180928_C1_scripted.sph	12220	20131217	180928	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	58320	8000
BABEL_OP2_304_12220_20131217_180946_O3_scripted.sph	12220	20131217	180946	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	38000	8000
BABEL_OP2_304_12220_20131217_181144_S3_scripted.sph	12220	20131217	181144	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	70160	8000
BABEL_OP2_304_12220_20131217_181132_D2_scripted.sph	12220	20131217	181132	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67200	8000
BABEL_OP2_304_12220_20131217_180832_C6_scripted.sph	12220	20131217	180832	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67360	8000
BABEL_OP2_304_12220_20131217_181017_M1_scripted.sph	12220	20131217	181017	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	67360	8000
BABEL_OP2_304_12220_20131217_181251_S9_scripted.sph	12220	20131217	181251	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	64880	8000
BABEL_OP2_304_12220_20131217_180850_O2_scripted.sph	12220	20131217	180850	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	38000	8000
BABEL_OP2_304_12220_20131217_180758_O1_scripted.sph	12220	20131217	180758	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	33840	8000
BABEL_OP2_304_12220_20131217_180919_S8_scripted.sph	12220	20131217	180919	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	96240	8000
BABEL_OP2_304_12220_20131217_181025_O6_scripted.sph	12220	20131217	181025	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	42160	8000
BABEL_OP2_304_12220_20131217_181035_S2_scripted.sph	12220	20131217	181035	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	62960	8000
BABEL_OP2_304_12220_20131217_181213_S4_scripted.sph	12220	20131217	181213	12220	inLine	SAMOGITIAN	M	HOME_OFFICE_MOBILE	42	BITE	NOKIA	71440	8000
BABEL_OP2_304_13030_20131214_224305_S8_scripted.sph	13030	20131214	224305	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	63440	8000
BABEL_OP2_304_13030_20131214_224231_T1_scripted.sph	13030	20131214	224231	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	33520	8000
BABEL_OP2_304_13030_20131214_224431_S6_scripted.sph	13030	20131214	224431	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	60880	8000
BABEL_OP2_304_13030_20131214_224650_S9_scripted.sph	13030	20131214	224650	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	95280	8000
BABEL_OP2_304_13030_20131214_224620_N1_scripted.sph	13030	20131214	224620	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	64720	8000
BABEL_OP2_304_13030_20131214_224454_S5_scripted.sph	13030	20131214	224454	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	101120	8000
BABEL_OP2_304_13030_20131214_224158_O8_scripted.sph	13030	20131214	224158	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	51280	8000
BABEL_OP2_304_13030_20131214_224517_D2_scripted.sph	13030	20131214	224517	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	67360	8000
BABEL_OP2_304_13030_20131214_224634_S7_scripted.sph	13030	20131214	224634	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	72560	8000
BABEL_OP2_304_13030_20131214_224544_S1_scripted.sph	13030	20131214	224544	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	84880	8000
BABEL_OP2_304_13030_20131214_224315_C1_scripted.sph	13030	20131214	224315	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	63120	8000
BABEL_OP2_304_13030_20131214_224212_D1_scripted.sph	13030	20131214	224212	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	86960	8000
BABEL_OP2_304_13030_20131214_224401_O6_scripted.sph	13030	20131214	224401	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	46160	8000
BABEL_OP2_304_13030_20131214_224147_O1_scripted.sph	13030	20131214	224147	13030	inLine	AUKSTAITIAN	F	VEHICLE	54	OMNITEL	NOKIA	40560	8000
