outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_203_30253_20130406_222601_C6_scripted.sph	30253	20130406	222601	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_30253_20130406_222913_O5_scripted.sph	30253	20130406	222913	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67200	8000
BABEL_OP1_203_30253_20130406_222533_O8_scripted.sph	30253	20130406	222533	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_30253_20130406_222731_C2_scripted.sph	30253	20130406	222731	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67520	8000
BABEL_OP1_203_30253_20130406_222547_D1_scripted.sph	30253	20130406	222547	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	88240	8000
BABEL_OP1_203_30253_20130406_223129_A1_scripted.sph	30253	20130406	223129	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	35760	8000
BABEL_OP1_203_30253_20130406_222710_S8_scripted.sph	30253	20130406	222710	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	51920	8000
BABEL_OP1_203_30253_20130406_222903_S2_scripted.sph	30253	20130406	222903	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	83920	8000
BABEL_OP1_203_30253_20130406_223249_S9_scripted.sph	30253	20130406	223249	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	74960	8000
BABEL_OP1_203_30253_20130406_222824_M1_scripted.sph	30253	20130406	222824	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67200	8000
BABEL_OP1_203_30253_20130406_222833_O6_scripted.sph	30253	20130406	222833	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	55120	8000
BABEL_OP1_203_30253_20130406_223227_N1_scripted.sph	30253	20130406	223227	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_30253_20130406_223237_S7_scripted.sph	30253	20130406	223237	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	65840	8000
BABEL_OP1_203_30253_20130406_222922_S6_scripted.sph	30253	20130406	222922	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	55760	8000
BABEL_OP1_203_30253_20130406_222814_C4_scripted.sph	30253	20130406	222814	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	56080	8000
BABEL_OP1_203_30253_20130406_222520_O1_scripted.sph	30253	20130406	222520	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_30253_20130406_223002_T2_scripted.sph	30253	20130406	223002	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	52560	8000
BABEL_OP1_203_30253_20130406_223038_S3_scripted.sph	30253	20130406	223038	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	53840	8000
BABEL_OP1_203_30253_20130406_222805_O3_scripted.sph	30253	20130406	222805	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	46480	8000
BABEL_OP1_203_30253_20130406_222721_C1_scripted.sph	30253	20130406	222721	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_30253_20130406_223012_D2_scripted.sph	30253	20130406	223012	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	67200	8000
BABEL_OP1_203_30253_20130406_222636_T1_scripted.sph	30253	20130406	222636	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	43600	8000
BABEL_OP1_203_30253_20130406_222944_D3_scripted.sph	30253	20130406	222944	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	42320	8000
BABEL_OP1_203_30253_20130406_223203_S4_scripted.sph	30253	20130406	223203	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	101120	8000
BABEL_OP1_203_30253_20130406_222953_S5_scripted.sph	30253	20130406	222953	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	57520	8000
BABEL_OP1_203_30253_20130406_223104_S1_scripted.sph	30253	20130406	223104	30253	inLine	VIENTIANE	M	CAR_KIT	19	LAOTEL	NOKIA	56880	8000
BABEL_OP1_203_30653_20130422_192936_C6_scripted.sph	30653	20130422	192936	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	58320	8000
BABEL_OP1_203_30653_20130422_193205_T2_scripted.sph	30653	20130422	193205	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	58640	8000
BABEL_OP1_203_30653_20130422_193138_S6_scripted.sph	30653	20130422	193138	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	88560	8000
BABEL_OP1_203_30653_20130422_193311_S4_scripted.sph	30653	20130422	193311	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	62000	8000
BABEL_OP1_203_30653_20130422_193117_S2_scripted.sph	30653	20130422	193117	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	64240	8000
BABEL_OP1_203_30653_20130422_193035_C2_scripted.sph	30653	20130422	193035	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	63120	8000
BABEL_OP1_203_30653_20130422_193145_D3_scripted.sph	30653	20130422	193145	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	38000	8000
BABEL_OP1_203_30653_20130422_193320_N1_scripted.sph	30653	20130422	193320	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	54160	8000
BABEL_OP1_203_30653_20130422_193254_S1_scripted.sph	30653	20130422	193254	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	95120	8000
BABEL_OP1_203_30653_20130422_193107_O6_scripted.sph	30653	20130422	193107	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	49840	8000
BABEL_OP1_203_30653_20130422_193125_O5_scripted.sph	30653	20130422	193125	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	44080	8000
BABEL_OP1_203_30653_20130422_193301_A1_scripted.sph	30653	20130422	193301	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	32400	8000
BABEL_OP1_203_30653_20130422_193334_S7_scripted.sph	30653	20130422	193334	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	95120	8000
BABEL_OP1_203_30653_20130422_193240_S3_scripted.sph	30653	20130422	193240	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	70960	8000
BABEL_OP1_203_30653_20130422_193156_S5_scripted.sph	30653	20130422	193156	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	69840	8000
BABEL_OP1_203_30653_20130422_193026_C1_scripted.sph	30653	20130422	193026	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	48400	8000
BABEL_OP1_203_30653_20130422_192944_T1_scripted.sph	30653	20130422	192944	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	44080	8000
BABEL_OP1_203_30653_20130422_193018_S8_scripted.sph	30653	20130422	193018	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	56880	8000
BABEL_OP1_203_30653_20130422_193216_D2_scripted.sph	30653	20130422	193216	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	67200	8000
BABEL_OP1_203_30653_20130422_192847_O8_scripted.sph	30653	20130422	192847	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	39600	8000
BABEL_OP1_203_30653_20130422_193042_O3_scripted.sph	30653	20130422	193042	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	33200	8000
BABEL_OP1_203_30653_20130422_193058_M1_scripted.sph	30653	20130422	193058	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	46160	8000
BABEL_OP1_203_30653_20130422_192924_D1_scripted.sph	30653	20130422	192924	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	53360	8000
BABEL_OP1_203_30653_20130422_192837_O1_scripted.sph	30653	20130422	192837	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	39120	8000
BABEL_OP1_203_30653_20130422_193050_C4_scripted.sph	30653	20130422	193050	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	50000	8000
BABEL_OP1_203_30653_20130422_193345_S9_scripted.sph	30653	20130422	193345	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	73200	8000
BABEL_OP1_203_30653_20130422_193345_R1_scripted.sph	30653	20130422	193345	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	73200	8000
BABEL_OP1_203_30653_20130422_192952_O2_scripted.sph	30653	20130422	192952	30653	inLine	VIENTIANE	F	HOME_OFFICE_LANDLINE	46	LAOTEL	LG	39120	8000
BABEL_OP1_203_31182_20130407_165700_C2_scripted.sph	31182	20130407	165700	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	55600	8000
BABEL_OP1_203_31182_20130407_165527_O1_scripted.sph	31182	20130407	165527	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	40400	8000
BABEL_OP1_203_31182_20130407_165617_O2_scripted.sph	31182	20130407	165617	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	45040	8000
BABEL_OP1_203_31182_20130407_165856_D3_scripted.sph	31182	20130407	165856	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	42160	8000
BABEL_OP1_203_31182_20130407_165909_S5_scripted.sph	31182	20130407	165909	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	86480	8000
BABEL_OP1_203_31182_20130407_165830_S2_scripted.sph	31182	20130407	165830	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	66960	8000
BABEL_OP1_203_31182_20130407_165837_O5_scripted.sph	31182	20130407	165837	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	42640	8000
BABEL_OP1_203_31182_20130407_170040_N1_scripted.sph	31182	20130407	170040	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	55760	8000
BABEL_OP1_203_31182_20130407_165608_T1_scripted.sph	31182	20130407	165608	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	38160	8000
BABEL_OP1_203_31182_20130407_165722_O3_scripted.sph	31182	20130407	165722	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	59120	8000
BABEL_OP1_203_31182_20130407_170020_A1_scripted.sph	31182	20130407	170020	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	40240	8000
BABEL_OP1_203_31182_20130407_165849_S6_scripted.sph	31182	20130407	165849	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	77040	8000
BABEL_OP1_203_31182_20130407_165537_O8_scripted.sph	31182	20130407	165537	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	39280	8000
BABEL_OP1_203_31182_20130407_170126_S7_scripted.sph	31182	20130407	170126	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	74480	8000
BABEL_OP1_203_31182_20130407_170031_S4_scripted.sph	31182	20130407	170031	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	68240	8000
BABEL_OP1_203_31182_20130407_170013_S1_scripted.sph	31182	20130407	170013	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	62640	8000
BABEL_OP1_203_31182_20130407_165547_D1_scripted.sph	31182	20130407	165547	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	58960	8000
BABEL_OP1_203_31182_20130407_165643_S8_scripted.sph	31182	20130407	165643	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	65520	8000
BABEL_OP1_203_31182_20130407_165652_C1_scripted.sph	31182	20130407	165652	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	49360	8000
BABEL_OP1_203_31182_20130407_165741_M1_scripted.sph	31182	20130407	165741	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	60080	8000
BABEL_OP1_203_31182_20130407_170134_R1_scripted.sph	31182	20130407	170134	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	49200	8000
BABEL_OP1_203_31182_20130407_165944_T2_scripted.sph	31182	20130407	165944	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	54640	8000
BABEL_OP1_203_31182_20130407_165732_C4_scripted.sph	31182	20130407	165732	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	54800	8000
BABEL_OP1_203_31182_20130407_165749_O6_scripted.sph	31182	20130407	165749	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	46160	8000
BABEL_OP1_203_31182_20130407_165601_C6_scripted.sph	31182	20130407	165601	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	67360	8000
BABEL_OP1_203_31182_20130407_165954_D2_scripted.sph	31182	20130407	165954	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	67200	8000
BABEL_OP1_203_31182_20130407_170003_S3_scripted.sph	31182	20130407	170003	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	52400	8000
BABEL_OP1_203_31182_20130407_170134_S9_scripted.sph	31182	20130407	170134	31182	inLine	VIENTIANE	M	VEHICLE	17	LAOTEL	NOKIA	49200	8000
BABEL_OP1_203_33229_20130716_175639_S5_scripted.sph	33229	20130716	175639	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	81520	8000
BABEL_OP1_203_33229_20130716_175805_S4_scripted.sph	33229	20130716	175805	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	59920	8000
BABEL_OP1_203_33229_20130716_175522_M1_scripted.sph	33229	20130716	175522	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	52240	8000
BABEL_OP1_203_33229_20130716_175514_C4_scripted.sph	33229	20130716	175514	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	44240	8000
BABEL_OP1_203_33229_20130716_175812_N1_scripted.sph	33229	20130716	175812	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	35440	8000
BABEL_OP1_203_33229_20130716_175506_O3_scripted.sph	33229	20130716	175506	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	39440	8000
BABEL_OP1_203_33229_20130716_175741_S3_scripted.sph	33229	20130716	175741	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	57840	8000
BABEL_OP1_203_33229_20130716_175319_D1_scripted.sph	33229	20130716	175319	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	58000	8000
BABEL_OP1_203_33229_20130716_175540_S2_scripted.sph	33229	20130716	175540	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	58800	8000
BABEL_OP1_203_33229_20130716_175830_S9_scripted.sph	33229	20130716	175830	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	56400	8000
BABEL_OP1_203_33229_20130716_175731_D2_scripted.sph	33229	20130716	175731	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	62480	8000
BABEL_OP1_203_33229_20130716_175347_O2_scripted.sph	33229	20130716	175347	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	50160	8000
BABEL_OP1_203_33229_20130716_175611_O5_scripted.sph	33229	20130716	175611	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	50000	8000
BABEL_OP1_203_33229_20130716_175530_O6_scripted.sph	33229	20130716	175530	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	43440	8000
BABEL_OP1_203_33229_20130716_175626_D3_scripted.sph	33229	20130716	175626	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	37040	8000
BABEL_OP1_203_33229_20130716_175749_S1_scripted.sph	33229	20130716	175749	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	48240	8000
BABEL_OP1_203_33229_20130716_175620_S6_scripted.sph	33229	20130716	175620	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	48240	8000
BABEL_OP1_203_33229_20130716_175755_A1_scripted.sph	33229	20130716	175755	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	31280	8000
BABEL_OP1_203_33229_20130716_175710_T2_scripted.sph	33229	20130716	175710	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	57040	8000
BABEL_OP1_203_33229_20130716_175330_C6_scripted.sph	33229	20130716	175330	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	50000	8000
BABEL_OP1_203_33229_20130716_175821_S7_scripted.sph	33229	20130716	175821	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	57040	8000
BABEL_OP1_203_33229_20130716_175450_C1_scripted.sph	33229	20130716	175450	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	49200	8000
BABEL_OP1_203_33229_20130716_175830_R1_scripted.sph	33229	20130716	175830	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	56400	8000
BABEL_OP1_203_33229_20130716_175259_O1_scripted.sph	33229	20130716	175259	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	22160	8000
BABEL_OP1_203_33229_20130716_175338_T1_scripted.sph	33229	20130716	175338	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	36080	8000
BABEL_OP1_203_33229_20130716_175308_O8_scripted.sph	33229	20130716	175308	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	33840	8000
BABEL_OP1_203_33229_20130716_175459_C2_scripted.sph	33229	20130716	175459	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	54160	8000
BABEL_OP1_203_33229_20130716_175442_S8_scripted.sph	33229	20130716	175442	33229	inLine	VIENTIANE	M	HOME_OFFICE_LANDLINE	17	LAOTEL	UNKNOWN	84080	8000
BABEL_OP1_203_33273_20130321_190936_C2_scripted.sph	33273	20130321	190936	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	65200	8000
BABEL_OP1_203_33273_20130321_190658_O8_scripted.sph	33273	20130321	190658	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	40560	8000
BABEL_OP1_203_33273_20130321_191019_C4_scripted.sph	33273	20130321	191019	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	56240	8000
BABEL_OP1_203_33273_20130321_190744_T1_scripted.sph	33273	20130321	190744	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	37360	8000
BABEL_OP1_203_33273_20130321_190709_D1_scripted.sph	33273	20130321	190709	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	61840	8000
BABEL_OP1_203_33273_20130321_191510_S3_scripted.sph	33273	20130321	191510	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	82960	8000
BABEL_OP1_203_33273_20130321_191855_N1_scripted.sph	33273	20130321	191855	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	49680	8000
BABEL_OP1_203_33273_20130321_191312_D3_scripted.sph	33273	20130321	191312	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	41680	8000
BABEL_OP1_203_33273_20130321_191304_S6_scripted.sph	33273	20130321	191304	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	55120	8000
BABEL_OP1_203_33273_20130321_191833_S4_scripted.sph	33273	20130321	191833	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	65520	8000
BABEL_OP1_203_33273_20130321_190754_O2_scripted.sph	33273	20130321	190754	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	58880	8000
BABEL_OP1_203_33273_20130321_191042_M1_scripted.sph	33273	20130321	191042	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	46800	8000
BABEL_OP1_203_33273_20130321_190859_S8_scripted.sph	33273	20130321	190859	33273	inLine	VIENTIANE	M	CAR_KIT	53	LAOTEL	NOKIA	100960	8000
