outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_101_63459_20111120_161719_O2_scripted.sph	63459	20111120	161719	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_54315_20111018_145018_C5_scripted.sph	54315	20111018	145018	54315	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Nokia
BABEL_BP_101_52642_20111129_212643_S1_scripted.sph	52642	20111129	212643	52642	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	26	China_Tietong	Telifeng
BABEL_BP_101_32295_20111111_142132_S7_scripted.sph	32295	20111111	142132	32295	inLine	Guangxi_and_Western_Guangdong	F	STREET	26	CMCC	Nokia
BABEL_BP_101_29328_20111019_131819_S2_scripted.sph	29328	20111019	131819	29328	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	35	CMCC	Samsung
BABEL_BP_101_22910_20111028_183924_T3_scripted.sph	22910	20111028	183924	22910	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	50	CMCC	Nokia
BABEL_BP_101_65743_20111019_155019_L1_scripted.sph	65743	20111019	155019	65743	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	50	China_Telecom	BBK
BABEL_BP_101_20408_20111101_202513_D2_scripted.sph	20408	20111101	202513	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_81321_20111028_120137_L2_scripted.sph	81321	20111028	120137	81321	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	46	CMCC	Nokia
BABEL_BP_101_24420_20111122_213742_S0_scripted.sph	24420	20111122	213742	24420	inLine	Northern_Guangdong	F	HOME_OFFICE_LANDLINE	47	China_Tietong	Telifeng
BABEL_BP_101_25236_20111129_191629_C6_scripted.sph	25236	20111129	191629	25236	inLine	Northern_Guangdong	F	HOME_OFFICE_LANDLINE	46	China_Tietong	Telifeng
BABEL_BP_101_50416_20111129_163731_T2_scripted.sph	50416	20111129	163731	50416	inLine	Northern_Guangdong	F	HOME_OFFICE_LANDLINE	48	China_Tietong	Telifeng
BABEL_BP_101_98086_20111129_155128_SA_scripted.sph	98086	20111129	155128	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_87351_20111019_211355_C3_scripted.sph	87351	20111019	211355	87351	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	44	China_Telecom	Philips
BABEL_BP_101_24642_20111129_125314_L2_scripted.sph	24642	20111129	125314	24642	inLine	Northern_Guangdong	M	VEHICLE	42	CMCC	Nokia
BABEL_BP_101_83362_20111018_184009_O5_scripted.sph	83362	20111018	184009	83362	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_LANDLINE	46	China_Telecom	CHINO-E
BABEL_BP_101_84088_20111020_182541_T2_scripted.sph	84088	20111020	182541	84088	inLine	Guangxi_and_Western_Guangdong	F	PUBLIC_PLACE	22	CMCC	Nokia
BABEL_BP_101_58863_20111029_201948_T3_scripted.sph	58863	20111029	201948	58863	inLine	Central_Guangdong	M	VEHICLE	20	CMCC	Motorola
BABEL_BP_101_28740_20111028_212118_C6_scripted.sph	28740	20111028	212118	28740	inLine	Guangxi_and_Western_Guangdong	M	STREET	29	CMCC	LG
BABEL_BP_101_23571_20111128_225822_C2_scripted.sph	23571	20111128	225822	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_65606_20111116_134146_C2_scripted.sph	65606	20111116	134146	65606	inLine	Central_Guangdong	F	VEHICLE	30	CMCC	Philips
BABEL_BP_101_90490_20111017_182948_T3_scripted.sph	90490	20111017	182948	90490	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	29	China_Telecom	BBK
BABEL_BP_101_21430_20111027_140415_L1_scripted.sph	21430	20111027	140415	21430	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	45	China_Telecom	Unknown
BABEL_BP_101_62177_20111019_140941_C4_scripted.sph	62177	20111019	140941	62177	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_16406_20111102_234314_O3_scripted.sph	16406	20111102	234314	16406	inLine	Northern_Guangdong	M	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_74395_20111117_132328_O6_scripted.sph	74395	20111117	132328	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_90730_20111024_185233_M1_scripted.sph	90730	20111024	185233	90730	inLine	Northern_Pearl_River_Delta	F	STREET	21	CMCC	Nokia
BABEL_BP_101_17606_20111127_135802_M1_scripted.sph	17606	20111127	135802	17606	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_28260_20111021_180154_S1_scripted.sph	28260	20111021	180154	28260	inLine	Central_Guangdong	M	HOME_OFFICE_LANDLINE	30	China_Telecom	BBK
BABEL_BP_101_91007_20111203_153747_O1_scripted.sph	91007	20111203	153747	91007	inLine	Central_Guangdong	M	CAR_KIT	58	CMCC	Philips
BABEL_BP_101_39317_20111020_160325_A1_scripted.sph	39317	20111020	160325	39317	inLine	Central_Guangdong	F	PUBLIC_PLACE	33	CMCC	Philips
BABEL_BP_101_11422_20111019_143445_S3_scripted.sph	11422	20111019	143445	11422	inLine	Central_Guangdong	F	STREET	33	CMCC	Motorola
BABEL_BP_101_98279_20111122_190352_T1_scripted.sph	98279	20111122	190352	98279	inLine	Central_Guangdong	M	STREET	48	China_Telecom	Huawei
BABEL_BP_101_75815_20111029_170858_SA_scripted.sph	75815	20111029	170858	75815	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	24	CMCC	LG
BABEL_BP_101_13229_20111127_134403_I2_scripted.sph	13229	20111127	134403	13229	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	36	CMCC	Philips
BABEL_BP_101_45361_20111124_135447_R1_scripted.sph	45361	20111124	135447	45361	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	45	CMCC	Nokia
BABEL_BP_101_75243_20111204_180453_A1_scripted.sph	75243	20111204	180453	75243	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	58	CMCC	Philips
BABEL_BP_101_49864_20111023_190543_S3_scripted.sph	49864	20111023	190543	49864	inLine	Northern_Pearl_River_Delta	M	STREET	20	CMCC	Nokia
BABEL_BP_101_95815_20111024_142047_C3_scripted.sph	95815	20111024	142047	95815	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	50	China_Unicom	Sony_Ericsson
BABEL_BP_101_86029_20111027_182441_O2_scripted.sph	86029	20111027	182441	86029	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	27	CMCC	Lenovo
BABEL_BP_101_28260_20111021_180036_I2_scripted.sph	28260	20111021	180036	28260	inLine	Central_Guangdong	M	HOME_OFFICE_LANDLINE	30	China_Telecom	BBK
BABEL_BP_101_48188_20111117_203256_R1_scripted.sph	48188	20111117	203256	48188	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	18	CMCC	Sony_Ericsson
BABEL_BP_101_38956_20111025_172034_C1_scripted.sph	38956	20111025	172034	38956	inLine	Central_Guangdong	M	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_17203_20111026_134842_C4_scripted.sph	17203	20111026	134842	17203	inLine	Northern_Guangdong	F	VEHICLE	48	CMCC	Philips
BABEL_BP_101_95542_20111026_183138_S5_scripted.sph	95542	20111026	183138	95542	inLine	Guangxi_and_Western_Guangdong	M	STREET	46	CMCC	LG
BABEL_BP_101_59544_20111027_164137_A1_scripted.sph	59544	20111027	164137	59544	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	20	CMCC	Nokia
BABEL_BP_101_62177_20111019_141204_L3_scripted.sph	62177	20111019	141204	62177	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_91481_20111124_210132_C4_scripted.sph	91481	20111124	210132	91481	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_MOBILE	19	CMCC	Tianyu
BABEL_BP_101_28132_20111023_124222_C3_scripted.sph	28132	20111023	124222	28132	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	34	CMCC	Sony
BABEL_BP_101_40046_20111018_183804_O3_scripted.sph	40046	20111018	183804	40046	inLine	Central_Guangdong	F	HOME_OFFICE_MOBILE	50	CMCC	Nokia
BABEL_BP_101_41661_20111102_125125_S1_scripted.sph	41661	20111102	125125	41661	inLine	Northern_Pearl_River_Delta	M	CAR_KIT	40	CMCC	Nokia
BABEL_BP_101_80008_20111031_165123_O1_scripted.sph	80008	20111031	165123	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_32274_20111024_154716_C6_scripted.sph	32274	20111024	154716	32274	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	19	CMCC	Nokia
BABEL_BP_101_40439_20111203_180407_L3_scripted.sph	40439	20111203	180407	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_66903_20111021_124227_T3_scripted.sph	66903	20111021	124227	66903	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	59	CMCC	Nokia
BABEL_BP_101_95815_20111024_141914_S4_scripted.sph	95815	20111024	141914	95815	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	50	China_Unicom	Sony_Ericsson
BABEL_BP_101_63459_20111120_162420_I1_scripted.sph	63459	20111120	162420	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_68295_20111124_173543_C6_scripted.sph	68295	20111124	173543	68295	inLine	Northern_Guangdong	M	VEHICLE	22	CMCC	Nokia
BABEL_BP_101_47906_20111119_124609_SC_scripted.sph	47906	20111119	124609	47906	inLine	Northern_Guangdong	M	CAR_KIT	38	CMCC	Philips
BABEL_BP_101_89965_20111129_173159_O5_scripted.sph	89965	20111129	173159	89965	inLine	Northern_Guangdong	F	CAR_KIT	47	CMCC	Philips
BABEL_BP_101_59032_20111130_123701_I1_scripted.sph	59032	20111130	123701	59032	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	46	China_Tietong	Telifeng
BABEL_BP_101_94696_20111203_185739_O3_scripted.sph	94696	20111203	185739	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_34194_20111024_171441_S2_scripted.sph	34194	20111024	171441	34194	inLine	Northern_Guangdong	F	CAR_KIT	31	CMCC	Philips
BABEL_BP_101_25021_20111018_194218_S9_scripted.sph	25021	20111018	194218	25021	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	41	China_Unicom	Samsung
BABEL_BP_101_39317_20111020_155855_S9_scripted.sph	39317	20111020	155855	39317	inLine	Central_Guangdong	F	PUBLIC_PLACE	33	CMCC	Philips
BABEL_BP_101_23571_20111128_230527_T3_scripted.sph	23571	20111128	230527	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_75020_20111020_151254_O5_scripted.sph	75020	20111020	151254	75020	inLine	Guangxi_and_Western_Guangdong	M	STREET	42	China_Telecom	JinPeng
BABEL_BP_101_97274_20111023_145801_D2_scripted.sph	97274	20111023	145801	97274	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	31	CMCC	Samsung
BABEL_BP_101_10945_20111030_170807_O3_scripted.sph	10945	20111030	170807	10945	inLine	Northern_Guangdong	F	PUBLIC_PLACE	31	CMCC	Nokia
BABEL_BP_101_42266_20111031_225503_O1_scripted.sph	42266	20111031	225503	42266	inLine	Northern_Pearl_River_Delta	M	PUBLIC_PLACE	32	China_Telecom	Samsung
BABEL_BP_101_37766_20111130_004948_M1_scripted.sph	37766	20111130	004948	37766	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	31	China_Unicom	Lenovo
BABEL_BP_101_50416_20111129_163753_SA_scripted.sph	50416	20111129	163753	50416	inLine	Northern_Guangdong	F	HOME_OFFICE_LANDLINE	48	China_Tietong	Telifeng
BABEL_BP_101_45642_20111027_165415_C3_scripted.sph	45642	20111027	165415	45642	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	55	CMCC	Philips
BABEL_BP_101_32274_20111024_154853_I2_scripted.sph	32274	20111024	154853	32274	inLine	Southern_Pearl_River_Delta	M	PUBLIC_PLACE	19	CMCC	Nokia
BABEL_BP_101_50589_20111025_183948_C6_scripted.sph	50589	20111025	183948	50589	inLine	Southern_Pearl_River_Delta	F	VEHICLE	19	CMCC	Motorola
BABEL_BP_101_20740_20111125_194124_S6_scripted.sph	20740	20111125	194124	20740	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	36	CMCC	Nokia
BABEL_BP_101_47661_20111028_180117_S7_scripted.sph	47661	20111028	180117	47661	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	20	CMCC	Nokia
BABEL_BP_101_55369_20111022_144617_N1_scripted.sph	55369	20111022	144617	55369	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	Nokia
BABEL_BP_101_76341_20111027_124006_C3_scripted.sph	76341	20111027	124006	76341	inLine	Northern_Guangdong	F	VEHICLE	34	CMCC	Tianyu
BABEL_BP_101_23719_20111103_141046_I1_scripted.sph	23719	20111103	141046	23719	inLine	Central_Guangdong	M	VEHICLE	43	China_Telecom	E-Surfing
BABEL_BP_101_98279_20111122_190608_L2_scripted.sph	98279	20111122	190608	98279	inLine	Central_Guangdong	M	STREET	48	China_Telecom	Huawei
BABEL_BP_101_87351_20111019_211409_S0_scripted.sph	87351	20111019	211409	87351	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	44	China_Telecom	Philips
BABEL_BP_101_49452_20111027_165148_SC_scripted.sph	49452	20111027	165148	49452	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	20	CMCC	Apple
BABEL_BP_101_10900_20111029_153537_SA_scripted.sph	10900	20111029	153537	10900	inLine	Northern_Guangdong	M	HOME_OFFICE_MOBILE	30	CMCC	Sony_Ericsson
BABEL_BP_101_14500_20111114_195456_O3_scripted.sph	14500	20111114	195456	14500	inLine	Guangxi_and_Western_Guangdong	M	HOME_OFFICE_MOBILE	21	CMCC	Basicom
BABEL_BP_101_66903_20111021_123915_O5_scripted.sph	66903	20111021	123915	66903	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	59	CMCC	Nokia
BABEL_BP_101_61449_20111117_145906_N1_scripted.sph	61449	20111117	145906	61449	inLine	Central_Guangdong	M	CAR_KIT	51	China_Unicom	Nokia
BABEL_BP_101_14054_20111119_160542_C1_scripted.sph	14054	20111119	160542	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_84540_20111102_202014_SA_scripted.sph	84540	20111102	202014	84540	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_90506_20111026_180007_M1_scripted.sph	90506	20111026	180007	90506	inLine	Guangxi_and_Western_Guangdong	F	CAR_KIT	46	CMCC	Philips
BABEL_BP_101_74234_20111102_155536_S6_scripted.sph	74234	20111102	155536	74234	inLine	Northern_Pearl_River_Delta	F	CAR_KIT	29	CMCC	Philips
BABEL_BP_101_36383_20111129_173427_SC_scripted.sph	36383	20111129	173427	36383	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	43	CMCC	Philips
BABEL_BP_101_89630_20111125_184926_C6_scripted.sph	89630	20111125	184926	89630	inLine	Northern_Guangdong	F	PUBLIC_PLACE	30	CMCC	Nokia
BABEL_BP_101_14936_20111026_200458_O2_scripted.sph	14936	20111026	200458	14936	inLine	Northern_Pearl_River_Delta	M	PUBLIC_PLACE	22	China_Telecom	Nokia
BABEL_BP_101_73542_20111019_210509_S4_scripted.sph	73542	20111019	210509	73542	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	43	China_Telecom	BBK
BABEL_BP_101_11827_20111025_185248_I1_scripted.sph	11827	20111025	185248	11827	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	38	CMCC	LG
BABEL_BP_101_53985_20111027_132025_S8_scripted.sph	53985	20111027	132025	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_88294_20111026_021046_O5_scripted.sph	88294	20111026	021046	88294	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	37	CMCC	Samsung
BABEL_BP_101_51374_20111020_141624_C6_scripted.sph	51374	20111020	141624	51374	inLine	Guangxi_and_Western_Guangdong	M	STREET	30	CMCC	Philips
BABEL_BP_101_28740_20111028_212823_S6_scripted.sph	28740	20111028	212823	28740	inLine	Guangxi_and_Western_Guangdong	M	STREET	29	CMCC	LG
BABEL_BP_101_81308_20111021_141628_C2_scripted.sph	81308	20111021	141628	81308	inLine	Central_Guangdong	M	PUBLIC_PLACE	59	China_Telecom	Nokia
BABEL_BP_101_36383_20111129_173011_R1_scripted.sph	36383	20111129	173011	36383	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	43	CMCC	Philips
BABEL_BP_101_85617_20111126_193623_I1_scripted.sph	85617	20111126	193623	85617	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_43086_20111025_152546_A1_scripted.sph	43086	20111025	152546	43086	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_86419_20111019_205827_S8_scripted.sph	86419	20111019	205827	86419	inLine	Central_Guangdong	M	STREET	25	China_Unicom	iPhone
BABEL_BP_101_18701_20111121_165655_C6_scripted.sph	18701	20111121	165655	18701	inLine	Northern_Guangdong	F	CAR_KIT	47	CMCC	Philips
BABEL_BP_101_57457_20111104_002652_T2_scripted.sph	57457	20111104	002652	57457	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	46	China_Telecom	Gaoke
BABEL_BP_101_45361_20111124_140101_S6_scripted.sph	45361	20111124	140101	45361	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	45	CMCC	Nokia
BABEL_BP_101_92321_20111125_150154_S9_scripted.sph	92321	20111125	150154	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_97405_20111019_144659_S1_scripted.sph	97405	20111019	144659	97405	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	52	CMCC	Nokia
BABEL_BP_101_84943_20111020_140758_SC_scripted.sph	84943	20111020	140758	84943	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_LANDLINE	30	China_Telecom	Panasonic
BABEL_BP_101_61449_20111117_145225_C6_scripted.sph	61449	20111117	145225	61449	inLine	Central_Guangdong	M	CAR_KIT	51	China_Unicom	Nokia
BABEL_BP_101_69295_20111130_001349_T2_scripted.sph	69295	20111130	001349	69295	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	48	CMCC	iPhone
BABEL_BP_101_47794_20111204_014510_C1_scripted.sph	47794	20111204	014510	47794	inLine	Southern_Pearl_River_Delta	M	STREET	19	CMCC	Motorola
BABEL_BP_101_39915_20111101_160806_O7_scripted.sph	39915	20111101	160806	39915	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	45	CMCC	Nokia
BABEL_BP_101_82591_20111030_145815_I1_scripted.sph	82591	20111030	145815	82591	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	31	CMCC	Nokia
BABEL_BP_101_52642_20111129_212413_O2_scripted.sph	52642	20111129	212413	52642	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	26	China_Tietong	Telifeng
BABEL_BP_101_98279_20111122_190518_C2_scripted.sph	98279	20111122	190518	98279	inLine	Central_Guangdong	M	STREET	48	China_Telecom	Huawei
BABEL_BP_101_47661_20111028_180255_SB_scripted.sph	47661	20111028	180255	47661	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	20	CMCC	Nokia
BABEL_BP_101_21584_20111030_204002_S7_scripted.sph	21584	20111030	204002	21584	inLine	Northern_Pearl_River_Delta	F	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_14054_20111119_160555_L1_scripted.sph	14054	20111119	160555	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_91905_20111120_204958_L2_scripted.sph	91905	20111120	204958	91905	inLine	Northern_Pearl_River_Delta	M	STREET	21	CMCC	Nokia
BABEL_BP_101_90490_20111017_182954_I1_scripted.sph	90490	20111017	182954	90490	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	29	China_Telecom	BBK
BABEL_BP_101_90490_20111017_182612_SB_scripted.sph	90490	20111017	182612	90490	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	29	China_Telecom	BBK
BABEL_BP_101_51727_20111117_001539_D3_scripted.sph	51727	20111117	001539	51727	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	32	China_Telecom	CHINO-E
BABEL_BP_101_29097_20111018_132656_N1_scripted.sph	29097	20111018	132656	29097	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	23	CMCC	Nokia
BABEL_BP_101_20740_20111125_194151_S8_scripted.sph	20740	20111125	194151	20740	inLine	Southern_Pearl_River_Delta	F	PUBLIC_PLACE	36	CMCC	Nokia
BABEL_BP_101_69137_20111121_154931_O7_scripted.sph	69137	20111121	154931	69137	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	CMCC	Philips
BABEL_BP_101_75020_20111020_151217_M1_scripted.sph	75020	20111020	151217	75020	inLine	Guangxi_and_Western_Guangdong	M	STREET	42	China_Telecom	JinPeng
BABEL_BP_101_16617_20111030_141047_S7_scripted.sph	16617	20111030	141047	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_16313_20111022_215153_S7_scripted.sph	16313	20111022	215153	16313	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	28	CMCC	LG
BABEL_BP_101_64205_20111203_124412_A1_scripted.sph	64205	20111203	124412	64205	inLine	Guangxi_and_Western_Guangdong	F	CAR_KIT	46	CMCC	Philips
BABEL_BP_101_58190_20111124_200841_O1_scripted.sph	58190	20111124	200841	58190	inLine	Northern_Guangdong	M	CAR_KIT	40	CMCC	Philips
